,docs_code,docs_title,article_index,subject_title
35169,11/2019/TT-BCT,Thông tư số 11/2019/TT-BCT,Điều 21,Quản lý ngoại thương
35195,28/2018/NĐ-CP,Nghị định số 28/2018/NĐ-CP,Điều 17,Quản lý ngoại thương
35273,10/2009/TT-BCT,Thông tư số 10/2009/TT-BCT,Điều 13,Quản lý ngoại thương
35276,06/2017/TT-BCT,Thông tư số 06/2017/TT-BCT,Điều 3,Quản lý ngoại thương
35277,28/2009/TT-BCT,Thông tư số 28/2009/TT-BCT,Điều 13,Quản lý ngoại thương
35279,15/2010/TT-BCT,Thông tư số 15/2010/TT-BCT,Điều 13,Quản lý ngoại thương
35280,17/2011/TT-BCT,Thông tư số 17/2011/TT-BCT,Điều 4,Quản lý ngoại thương
35281,07/2012/TT-BVHTTDL,Thông tư số 07/2012/TT-BVHTTDL,Điều 10,Quản lý ngoại thương
35285,28/2012/TT-BCT,Thông tư số 28/2012/TT-BCT,Điều 14,Quản lý ngoại thương
35286,31/2013/TT-BCT,Thông tư số 31/2013/TT-BCT,Điều 3,Quản lý ngoại thương
35287,05/2015/TT-BCT,Thông tư số 05/2015/TT-BCT,Điều 2,Quản lý ngoại thương
35290,26/2018/TT-BCT,Thông tư số 26/2018/TT-BCT,Điều 2,Quản lý ngoại thương
35292,04/2024/TT-BCT,Thông tư số 04/2024/TT-BCT,Điều 3,Quản lý ngoại thương
35299,28/2015/TT-BCT,Thông tư số 28/2015/TT-BCT,Điều 13,Quản lý ngoại thương
35303,42/2018/TT-BCT,Thông tư số 42/2018/TT-BCT,Điều 2,Quản lý ngoại thương
35304,07/2020/TT-BCT,Thông tư số 07/2020/TT-BCT,Điều 2,Quản lý ngoại thương
35309,21/2016/TT-BCT,Thông tư số 21/2016/TT-BCT,Điều 4,Quản lý ngoại thương
35313,10/2019/TT-BCT,Thông tư số 10/2019/TT-BCT,Điều 2,Quản lý ngoại thương
35314,25/2019/TT-BCT,Thông tư số 25/2019/TT-BCT,Điều 2,Quản lý ngoại thương
35324,05/2018/TT-BCT,Thông tư số 05/2018/TT-BCT,Điều 12,Quản lý ngoại thương
35333,15/2018/TT-BCT,Thông tư số 15/2018/TT-BCT,Điều 15,Quản lý ngoại thương
35347,06/2020/TT-BCT,Thông tư số 06/2020/TT-BCT,Điều 2,Quản lý ngoại thương
35363,03/2020/TT-BCT,Thông tư số 03/2020/TT-BCT,Điều 6,Quản lý ngoại thương
35364,04/2020/TT-BCT,Thông tư số 04/2020/TT-BCT,Điều 9,Quản lý ngoại thương
35375,07/2022/TT-BCT,Thông tư số 07/2022/TT-BCT,Điều 15,Quản lý ngoại thương
35388,06/2018/TT-BYT,Thông tư số 06/2018/TT-BYT,Điều 5,Quản lý ngoại thương
35450,54/2019/QH14,Luật số 54/2019/QH14,Điều 5,Chứng khoán
36339,54/2019/QH14,Luật số 54/2019/QH14,Điều 134,Chứng khoán
36346,245/2025/NĐ-CP,Nghị định số 245/2025/NĐ-CP,Điều 4,Chứng khoán
36349,158/2020/NĐ-CP,Nghị định số 158/2020/NĐ-CP,Điều 43,Chứng khoán
36390,10/2022/TT-BTC,Thông tư số 10/2022/TT-BTC,Điều 8,Chứng khoán
36418,87/2018/NĐ-CP,Nghị định số 87/2018/NĐ-CP,Điều 2,Một số hoạt động kinh doanh đặc thù
36475,30/2007/NĐ-CP,Nghị định số 30/2007/NĐ-CP,Điều 7,Một số hoạt động kinh doanh đặc thù
36476,75/2013/TT-BTC,Thông tư số 75/2013/TT-BTC,Điều 6,Một số hoạt động kinh doanh đặc thù
36562,30/2007/NĐ-CP,Nghị định số 30/2007/NĐ-CP,Điều 19,Một số hoạt động kinh doanh đặc thù
36588,30/2007/NĐ-CP,Nghị định số 30/2007/NĐ-CP,Điều 32,Một số hoạt động kinh doanh đặc thù
36872,83/2014/NĐ-CP,Nghị định số 83/2014/NĐ-CP,Điều 36,Một số hoạt động kinh doanh đặc thù
36878,88/2014/NĐ-CP,Nghị định số 88/2014/NĐ-CP,Điều 3,Một số hoạt động kinh doanh đặc thù
36880,88/2014/NĐ-CP,Nghị định số 88/2014/NĐ-CP,Điều 5,Một số hoạt động kinh doanh đặc thù
37223,87/2018/NĐ-CP,Nghị định số 87/2018/NĐ-CP,Điều 11,Một số hoạt động kinh doanh đặc thù
37225,87/2018/NĐ-CP,Nghị định số 87/2018/NĐ-CP,Điều 13,Một số hoạt động kinh doanh đặc thù
37300,30/2018/TT-BCT,Thông tư số 30/2018/TT-BCT,Điều 3,Một số hoạt động kinh doanh đặc thù
37349,95/2021/NĐ-CP,Nghị định số 95/2021/NĐ-CP,Điều 4,Một số hoạt động kinh doanh đặc thù
37358,88/2014/NĐ-CP,Nghị định số 88/2014/NĐ-CP,Điều 48,Một số hoạt động kinh doanh đặc thù
37368,116/2017/NĐ-CP,Nghị định số 116/2017/NĐ-CP,Điều 32,Một số hoạt động kinh doanh đặc thù
37379,107/2018/NĐ-CP,Nghị định số 107/2018/NĐ-CP,Điều 26,Một số hoạt động kinh doanh đặc thù
37399,11/2013/TT-BCT,Thông tư số 11/2013/TT-BCT,Điều 2,Một số hoạt động kinh doanh đặc thù
37401,18/2013/TT-BCT,Thông tư số 18/2013/TT-BCT,Điều 2,Một số hoạt động kinh doanh đặc thù
37406,38/2014/TT-BCT,Thông tư số 38/2014/TT-BCT,Điều 18,Một số hoạt động kinh doanh đặc thù
37420,31/2016/TT-BCT,Thông tư số 31/2016/TT-BCT,Điều 2,Một số hoạt động kinh doanh đặc thù
37429,03/2018/TT-BGTVT,Thông tư số 03/2018/TT-BGTVT,Điều 14,Một số hoạt động kinh doanh đặc thù
37435,30/2018/TT-BCT,Thông tư số 30/2018/TT-BCT,Điều 11,Một số hoạt động kinh doanh đặc thù
37446,05/2020/TT-BGTVT,Thông tư số 05/2020/TT-BGTVT,Điều 17,Một số hoạt động kinh doanh đặc thù
37456,17/2021/TT-BCT,Thông tư số 17/2021/TT-BCT,Điều 3,Một số hoạt động kinh doanh đặc thù
37462,33/2022/NĐ-CP,Nghị định số 33/2022/NĐ-CP,Điều 2,Quản lý thị trường
37465,32/2018/TT-BCT,Thông tư số 32/2018/TT-BCT,Điều 1,Quản lý thị trường
37466,32/2018/TT-BCT,Thông tư số 32/2018/TT-BCT,Điều 2,Quản lý thị trường
37471,20/2019/TT-BCT,Thông tư số 20/2019/TT-BCT,Điều 2,Quản lý thị trường
37473,27/2020/TT-BCT,Thông tư số 27/2020/TT-BCT,Điều 2,Quản lý thị trường
37475,55/2020/TT-BCT,Thông tư số 55/2020/TT-BCT,Điều 2,Quản lý thị trường
37479,02/2022/TT-BCT,Thông tư số 02/2022/TT-BCT,Điều 2,Quản lý thị trường
37641,11/2016/UBTVQH13,Pháp lệnh số 11/2016/UBTVQH13,Điều 45,Quản lý thị trường
37642,11/2016/UBTVQH13,Pháp lệnh số 11/2016/UBTVQH13,Điều 46,Quản lý thị trường
37657,54/2020/TT-BCT,Thông tư số 54/2020/TT-BCT,Điều 3,Quản lý thị trường
37663,20/2021/TT-BCT,Thông tư số 20/2021/TT-BCT,Điều 4,Quản lý thị trường
37879,158/2006/NĐ-CP,Nghị định số 158/2006/NĐ-CP,Điều 28,Thương mại
37885,158/2006/NĐ-CP,Nghị định số 158/2006/NĐ-CP,Điều 34,Thương mại
38317,36/2005/QH11,Luật số 36/2005/QH11,Điều 324,Thương mại
38323,59/2006/NĐ-CP,Nghị định số 59/2006/NĐ-CP,Điều 11,Thương mại
38332,22/2017/NĐ-CP,Nghị định số 22/2017/NĐ-CP,Điều 43,Thương mại
38337,94/2017/NĐ-CP,Nghị định số 94/2017/NĐ-CP,Điều 9,Thương mại
38341,163/2017/NĐ-CP,Nghị định số 163/2017/NĐ-CP,Điều 8,Thương mại
38899,57/2010/NĐ-CP,Nghị định số 57/2010/NĐ-CP,Điều 23,Thủ tục bắt giữ tàu biển
39089,92/2015/QH13,Bộ luật số 92/2015/QH13,Điều 516,Tố tụng dân sự
39119,93/2015/QH13,Luật số 93/2015/QH13,Điều 81,Tố tụng hành chính
39569,124/2018/NĐ-CP,Nghị định số 124/2018/NĐ-CP,Điều 3,Trọng tài thương mại
39618,219/2013/TT-BQP,Thông tư số 219/2013/TT-BQP,Điều 6,"Thi hành tạm giữ, tạm giam"
39636,299/2017/TT-BQP,Thông tư số 299/2017/TT-BQP,Điều 12,Tổ chức cơ quan điều tra hình sự
39647,99/2015/QH13,Luật số 99/2015/QH13,Điều 70,Tổ chức cơ quan điều tra hình sự
39752,96/2016/NĐ-CP,Nghị định số 96/2016/NĐ-CP,Điều 10,"Điều kiện về an ninh, trật tự đối với một số ngành, nghề kinh doanh có điều kiện"
39779,96/2016/NĐ-CP,Nghị định số 96/2016/NĐ-CP,Điều 34,"Điều kiện về an ninh, trật tự đối với một số ngành, nghề kinh doanh có điều kiện"
39823,73/2021/QH14,Luật số 73/2021/QH14,Điều 4,"Phòng, chống ma túy"
39917,73/2021/QH14,Luật số 73/2021/QH14,Điều 44,"Phòng, chống ma túy"
40014,137/2020/NĐ-CP,Nghị định số 137/2020/NĐ-CP,Điều 2,"Quản lý, sử dụng pháo"
40033,137/2020/NĐ-CP,Nghị định số 137/2020/NĐ-CP,Điều 24,"Quản lý, sử dụng pháo"
40443,142/2017/NĐ-CP,Nghị định số 142/2017/NĐ-CP,Điều 15,Xử lý vi phạm hành chính
41101,120/2013/NĐ-CP,Nghị định số 120/2013/NĐ-CP,Điều 22,Xử lý vi phạm hành chính
41185,16/2022/NĐ-CP,Nghị định số 16/2022/NĐ-CP,Điều 49,Xử lý vi phạm hành chính
41209,16/2022/NĐ-CP,Nghị định số 16/2022/NĐ-CP,Điều 73,Xử lý vi phạm hành chính
41214,16/2022/NĐ-CP,Nghị định số 16/2022/NĐ-CP,Điều 78,Xử lý vi phạm hành chính
41215,16/2022/NĐ-CP,Nghị định số 16/2022/NĐ-CP,Điều 79,Xử lý vi phạm hành chính
41255,127/2013/NĐ-CP,Nghị định số 127/2013/NĐ-CP,Điều 19a,Xử lý vi phạm hành chính
41510,04/2021/NĐ-CP,Nghị định số 04/2021/NĐ-CP,Điều 29,Xử lý vi phạm hành chính
41527,144/2013/NĐ-CP,Nghị định số 144/2013/NĐ-CP,Điều 8,Xử lý vi phạm hành chính
41542,144/2013/NĐ-CP,Nghị định số 144/2013/NĐ-CP,Điều 23,Xử lý vi phạm hành chính
41934,144/2021/NĐ-CP,Nghị định số 144/2021/NĐ-CP,Điều 61,Xử lý vi phạm hành chính
42425,192/2013/NĐ-CP,Nghị định số 192/2013/NĐ-CP,Điều 33,Xử lý vi phạm hành chính
42427,192/2013/NĐ-CP,Nghị định số 192/2013/NĐ-CP,Điều 35,Xử lý vi phạm hành chính
42435,192/2013/NĐ-CP,Nghị định số 192/2013/NĐ-CP,Điều 43,Xử lý vi phạm hành chính
42754,06/2017/TT-BGTVT,Thông tư số 06/2017/TT-BGTVT,Điều 4,Xử lý vi phạm hành chính
42819,122/2021/NĐ-CP,Nghị định số 122/2021/NĐ-CP,Điều 53,Xử lý vi phạm hành chính
42838,122/2021/NĐ-CP,Nghị định số 122/2021/NĐ-CP,Điều 72,Xử lý vi phạm hành chính
42996,137/2021/NĐ-CP,Nghị định số 137/2021/NĐ-CP,Điều 59,Xử lý vi phạm hành chính
43183,03/2022/NĐ-CP,Nghị định số 03/2022/NĐ-CP,Điều 10,Xử lý vi phạm hành chính
43192,03/2022/NĐ-CP,Nghị định số 03/2022/NĐ-CP,Điều 19,Xử lý vi phạm hành chính
43203,03/2022/NĐ-CP,Nghị định số 03/2022/NĐ-CP,Điều 30,Xử lý vi phạm hành chính
43284,18/2020/NĐ-CP,Nghị định số 18/2020/NĐ-CP,Điều 12,Xử lý vi phạm hành chính
43373,02/2022/UBTVQH15,Pháp lệnh số 02/2022/UBTVQH15,Điều 37,Xử lý vi phạm hành chính
43374,02/2022/UBTVQH15,Pháp lệnh số 02/2022/UBTVQH15,Điều 38,Xử lý vi phạm hành chính
43375,02/2022/UBTVQH15,Pháp lệnh số 02/2022/UBTVQH15,Điều 39,Xử lý vi phạm hành chính
43406,31/2023/NĐ-CP,Nghị định số 31/2023/NĐ-CP,Điều 26,Xử lý vi phạm hành chính
43526,145/2016/NĐ-CP,Nghị định số 145/2016/NĐ-CP,Điều 3,Xử lý vi phạm hành chính
43528,49/2016/NĐ-CP,Nghị định số 49/2016/NĐ-CP,Điều 5,Xử lý vi phạm hành chính
43530,109/2013/NĐ-CP,Nghị định số 109/2013/NĐ-CP,Điều 46,Xử lý vi phạm hành chính
43552,142/2017/NĐ-CP,Nghị định số 142/2017/NĐ-CP,Điều 70,Xử lý vi phạm hành chính
43554,41/2018/NĐ-CP,Nghị định số 41/2018/NĐ-CP,Điều 73,Xử lý vi phạm hành chính
43559,162/2018/NĐ-CP,Nghị định số 162/2018/NĐ-CP,Điều 41,Xử lý vi phạm hành chính
43566,51/2019/NĐ-CP,Nghị định số 51/2019/NĐ-CP,Điều 37,Xử lý vi phạm hành chính
43636,05/2017/TT-BTC,Thông tư số 05/2017/TT-BTC,Điều 8,Xử lý vi phạm hành chính
43640,08/2018/TT-BGTVT,Thông tư số 08/2018/TT-BGTVT,Điều 4,Xử lý vi phạm hành chính
43667,31/2014/TT-BCA,Thông tư số 31/2014/TT-BCA,Điều 7,Cảnh sát cơ động
43850,168/2017/NĐ-CP,Nghị định số 168/2017/NĐ-CP,Điều 23,Du lịch
43851,168/2017/NĐ-CP,Nghị định số 168/2017/NĐ-CP,Điều 24,Du lịch
43852,168/2017/NĐ-CP,Nghị định số 168/2017/NĐ-CP,Điều 25,Du lịch
43855,168/2017/NĐ-CP,Nghị định số 168/2017/NĐ-CP,Điều 28,Du lịch
43861,09/2017/QH14,Luật số 09/2017/QH14,Điều 54,Du lịch
43899,05/2024/TT-BVHTTDL,Thông tư số 05/2024/TT-BVHTTDL,Điều 1,Du lịch
43927,08/2015/TT-BVHTTDL,Thông tư số 08/2015/TT-BVHTTDL,Điều 1,Điện ảnh
43930,17/2022/TT-BVHTTDL,Thông tư số 17/2022/TT-BVHTTDL,Điều 1,Điện ảnh
43985,05/2022/QH15,Luật số 05/2022/QH15,Điều 17,Điện ảnh
43990,16/2013/TT-BVHTTDL,Thông tư số 16/2013/TT-BVHTTDL,Điều 1,Điện ảnh
44003,08/2015/TT-BVHTTDL,Thông tư số 08/2015/TT-BVHTTDL,Điều 2,Điện ảnh
44004,08/2015/TT-BVHTTDL,Thông tư số 08/2015/TT-BVHTTDL,Điều 3,Điện ảnh
44005,08/2015/TT-BVHTTDL,Thông tư số 08/2015/TT-BVHTTDL,Điều 4,Điện ảnh
44006,08/2015/TT-BVHTTDL,Thông tư số 08/2015/TT-BVHTTDL,Điều 5,Điện ảnh
44007,08/2015/TT-BVHTTDL,Thông tư số 08/2015/TT-BVHTTDL,Điều 6,Điện ảnh
44052,20/2013/TT-BVHTTDL,Thông tư số 20/2013/TT-BVHTTDL,Điều 6,Điện ảnh
44057,05/2022/QH15,Luật số 05/2022/QH15,Điều 49,Điện ảnh
44062,16/2013/TT-BVHTTDL,Thông tư số 16/2013/TT-BVHTTDL,Điều 2,Điện ảnh
44066,20/2013/TT-BVHTTDL,Thông tư số 20/2013/TT-BVHTTDL,Điều 8,Điện ảnh
44069,08/2015/TT-BVHTTDL,Thông tư số 08/2015/TT-BVHTTDL,Điều 9,Điện ảnh
44070,03/2020/TT-BVHTTDL,Thông tư số 03/2020/TT-BVHTTDL,Điều 13,Điện ảnh
44073,19/2022/TT-BVHTTDL,Thông tư số 19/2022/TT-BVHTTDL,Điều 10,Điện ảnh
44083,20/2013/TT-BVHTTDL,Thông tư số 20/2013/TT-BVHTTDL,Điều 7,Điện ảnh
44219,09/2015/TT-BYT,Thông tư số 09/2015/TT-BYT,Điều 14,Quảng cáo
44248,04/2018/TT-BXD,Thông tư số 04/2018/TT-BXD,Điều 1,Quảng cáo
44259,16/2012/QH13,Luật số 16/2012/QH13,Điều 43,Quảng cáo
44317,07/2021/TT-BVHTTDL,Thông tư số 07/2021/TT-BVHTTDL,Điều 2,"Thể dục, thể thao"
44437,77/2006/QH11,Luật số 77/2006/QH11,Điều 34,"Thể dục, thể thao"
44442,77/2006/QH11,Luật số 77/2006/QH11,Điều 37,"Thể dục, thể thao"
44502,77/2006/QH11,Luật số 77/2006/QH11,Điều 59,"Thể dục, thể thao"
44505,77/2006/QH11,Luật số 77/2006/QH11,Điều 60,"Thể dục, thể thao"
44508,77/2006/QH11,Luật số 77/2006/QH11,Điều 64,"Thể dục, thể thao"
44516,77/2006/QH11,Luật số 77/2006/QH11,Điều 71,"Thể dục, thể thao"
44524,77/2006/QH11,Luật số 77/2006/QH11,Điều 73,"Thể dục, thể thao"
44536,63/2013/TT-BQP,Thông tư số 63/2013/TT-BQP,Điều 10,"Thể dục, thể thao"
44585,01/2003/QĐ-BGDĐT,Quyết định số 01/2003/QĐ-BGDĐT,Điều 1,Thư viện
44597,01/2020/TT-BVHTTDL,Thông tư số 01/2020/TT-BVHTTDL,Điều 3,Thư viện
44635,46/2019/QH14,Luật số 46/2019/QH14,Điều 35,Thư viện
44639,46/2019/QH14,Luật số 46/2019/QH14,Điều 37,Thư viện
44649,46/2019/QH14,Luật số 46/2019/QH14,Điều 46,Thư viện
45229,13/2014/TTLT-BYT-BNNPTNT-BCT,Thông tư liên tịch số 13/2014/TTLT-BYT-BNNPTNT-BCT,Điều 2,An toàn thực phẩm
45308,42/2013/TTLT-BNNPTNT-BTC-BKHĐT,Thông tư liên tịch số 42/2013/TTLT-BNNPTNT-BTC-BKHĐT,Điều 6,An toàn thực phẩm
45362,24/2013/TT-BYT,Thông tư số 24/2013/TT-BYT,Điều 1,An toàn thực phẩm
45406,44/2015/TT-BYT,Thông tư số 44/2015/TT-BYT,Điều 2,An toàn thực phẩm
45443,17/2011/TT-BYT,Thông tư số 17/2011/TT-BYT,Điều 1,An toàn thực phẩm
45519,77/2016/NĐ-CP,Nghị định số 77/2016/NĐ-CP,Điều 35,An toàn thực phẩm
45521,77/2016/NĐ-CP,Nghị định số 77/2016/NĐ-CP,Điều 39,An toàn thực phẩm
45554,43/2018/TT-BCT,Thông tư số 43/2018/TT-BCT,Điều 4,An toàn thực phẩm
45555,43/2018/TT-BCT,Thông tư số 43/2018/TT-BCT,Điều 5,An toàn thực phẩm
45603,48/2013/TT-BNNPTNT,Thông tư số 48/2013/TT-BNNPTNT,Điều 16,An toàn thực phẩm
45667,3235/2004/QĐ-BYT,Quyết định số 3235/2004/QĐ-BYT,Điều 1,An toàn thực phẩm
45670,13/2011/TT-BYT,Thông tư số 13/2011/TT-BYT,Điều 5,An toàn thực phẩm
45671,13/2011/TT-BYT,Thông tư số 13/2011/TT-BYT,Điều 6,An toàn thực phẩm
45675,13/2011/TT-BYT,Thông tư số 13/2011/TT-BYT,Điều 10,An toàn thực phẩm
45677,13/2011/TT-BYT,Thông tư số 13/2011/TT-BYT,Điều 12,An toàn thực phẩm
45679,13/2011/TT-BYT,Thông tư số 13/2011/TT-BYT,Điều 14,An toàn thực phẩm
45680,13/2011/TT-BYT,Thông tư số 13/2011/TT-BYT,Điều 15,An toàn thực phẩm
45681,13/2011/TT-BYT,Thông tư số 13/2011/TT-BYT,Điều 16,An toàn thực phẩm
45727,02/2013/TT-BNNPTNT,Thông tư số 02/2013/TT-BNNPTNT,Điều 6,An toàn thực phẩm
45771,39/2006/QĐ-BYT,Quyết định số 39/2006/QĐ-BYT,Điều 1,An toàn thực phẩm
45900,08/2016/TT-BNNPTNT,Thông tư số 08/2016/TT-BNNPTNT,Điều 24,An toàn thực phẩm
45930,100/2014/NĐ-CP,Nghị định số 100/2014/NĐ-CP,Điều 16,An toàn thực phẩm
45932,09/2016/NĐ-CP,Nghị định số 09/2016/NĐ-CP,Điều 11,An toàn thực phẩm
45953,14/2010/TT-BYT,Thông tư số 14/2010/TT-BYT,Điều 2,An toàn thực phẩm
45955,15/2010/TT-BYT,Thông tư số 15/2010/TT-BYT,Điều 2,An toàn thực phẩm
45957,16/2010/TT-BYT,Thông tư số 16/2010/TT-BYT,Điều 2,An toàn thực phẩm
45959,17/2010/TT-BYT,Thông tư số 17/2010/TT-BYT,Điều 2,An toàn thực phẩm
45961,18/2010/TT-BYT,Thông tư số 18/2010/TT-BYT,Điều 2,An toàn thực phẩm
45963,19/2010/TT-BYT,Thông tư số 19/2010/TT-BYT,Điều 2,An toàn thực phẩm
45965,20/2010/TT-BYT,Thông tư số 20/2010/TT-BYT,Điều 2,An toàn thực phẩm
45967,21/2010/TT-BYT,Thông tư số 21/2010/TT-BYT,Điều 2,An toàn thực phẩm
45969,22/2010/TT-BYT,Thông tư số 22/2010/TT-BYT,Điều 2,An toàn thực phẩm
45971,23/2010/TT-BYT,Thông tư số 23/2010/TT-BYT,Điều 2,An toàn thực phẩm
45973,24/2010/TT-BYT,Thông tư số 24/2010/TT-BYT,Điều 2,An toàn thực phẩm
45975,25/2010/TT-BYT,Thông tư số 25/2010/TT-BYT,Điều 2,An toàn thực phẩm
45977,26/2010/TT-BYT,Thông tư số 26/2010/TT-BYT,Điều 2,An toàn thực phẩm
45979,27/2010/TT-BYT,Thông tư số 27/2010/TT-BYT,Điều 2,An toàn thực phẩm
45981,28/2010/TT-BYT,Thông tư số 28/2010/TT-BYT,Điều 2,An toàn thực phẩm
45983,30/2010/TT-BYT,Thông tư số 30/2010/TT-BYT,Điều 2,An toàn thực phẩm
45985,31/2010/TT-BYT,Thông tư số 31/2010/TT-BYT,Điều 2,An toàn thực phẩm
45987,32/2010/TT-BYT,Thông tư số 32/2010/TT-BYT,Điều 2,An toàn thực phẩm
45989,33/2010/TT-BYT,Thông tư số 33/2010/TT-BYT,Điều 2,An toàn thực phẩm
45991,34/2010/TT-BYT,Thông tư số 34/2010/TT-BYT,Điều 2,An toàn thực phẩm
45993,35/2010/TT-BYT,Thông tư số 35/2010/TT-BYT,Điều 2,An toàn thực phẩm
45995,37/2010/TT-BNNPTNT,Thông tư số 37/2010/TT-BNNPTNT,Điều 2,An toàn thực phẩm
45997,41/2010/TT-BYT,Thông tư số 41/2010/TT-BYT,Điều 2,An toàn thực phẩm
46003,01/2011/TT-BYT,Thông tư số 01/2011/TT-BYT,Điều 2,An toàn thực phẩm
46005,02/2011/TT-BYT,Thông tư số 02/2011/TT-BYT,Điều 2,An toàn thực phẩm
46007,03/2011/TT-BYT,Thông tư số 03/2011/TT-BYT,Điều 2,An toàn thực phẩm
46009,05/2011/TT-BYT,Thông tư số 05/2011/TT-BYT,Điều 2,An toàn thực phẩm
46011,13/2011/TT-BYT,Thông tư số 13/2011/TT-BYT,Điều 17,An toàn thực phẩm
46017,34/2011/TT-BYT,Thông tư số 34/2011/TT-BYT,Điều 2,An toàn thực phẩm
46022,05/2012/TT-BYT,Thông tư số 05/2012/TT-BYT,Điều 2,An toàn thực phẩm
46027,06/2018/TT-BNNPTN,Thông tư số 06/2018/TT-BNNPTN,Điều 4,An toàn thực phẩm
46028,53/2012/TT-BNNPTNT,Thông tư số 53/2012/TT-BNNPTNT,Điều 3,An toàn thực phẩm
46029,20/2012/TT-BYT,Thông tư số 20/2012/TT-BYT,Điều 2,An toàn thực phẩm
46031,21/2012/TT-BYT,Thông tư số 21/2012/TT-BYT,Điều 2,An toàn thực phẩm
46033,22/2012/TT-BYT,Thông tư số 22/2012/TT-BYT,Điều 2,An toàn thực phẩm
46035,23/2012/TT-BYT,Thông tư số 23/2012/TT-BYT,Điều 2,An toàn thực phẩm
46037,02/2013/TT-BNNPTNT,Thông tư số 02/2013/TT-BNNPTNT,Điều 34,An toàn thực phẩm
46039,11/2013/TT-BYT,Thông tư số 11/2013/TT-BYT,Điều 8,An toàn thực phẩm
46050,40/2013/TT-BCT,Thông tư số 40/2013/TT-BCT,Điều 19,An toàn thực phẩm
46063,17/2023/TT-BYT,Thông tư số 17/2023/TT-BYT,Điều 10,An toàn thực phẩm
46068,51/2014/TT-BNNPTNT,Thông tư số 51/2014/TT-BNNPTNT,Điều 14,An toàn thực phẩm
46076,35/2015/TT-BYT,Thông tư số 35/2015/TT-BYT,Điều 2,An toàn thực phẩm
46080,46/2015/TT-BYT,Thông tư số 46/2015/TT-BYT,Điều 2,An toàn thực phẩm
46082,47/2015/TT-BYT,Thông tư số 47/2015/TT-BYT,Điều 2,An toàn thực phẩm
46084,48/2015/TT-BYT,Thông tư số 48/2015/TT-BYT,Điều 12,An toàn thực phẩm
46092,03/2017/TT-BNNPTNT,Thông tư số 03/2017/TT-BNNPTNT,Điều 2,An toàn thực phẩm
46101,16/2019/TT-BYT,Thông tư số 16/2019/TT-BYT,Điều 2,An toàn thực phẩm
46110,25/2019/TT-BYT,Thông tư số 25/2019/TT-BYT,Điều 8,An toàn thực phẩm
46113,31/2020/TT-BYT,Thông tư số 31/2020/TT-BYT,Điều 2,An toàn thực phẩm
46120,29/2023/TT-BYT,Thông tư số 29/2023/TT-BYT,Điều 7,An toàn thực phẩm
46127,31/2023/TT-BYT,Thông tư số 31/2023/TT-BYT,Điều 5,An toàn thực phẩm
46277,105/2016/QH13,Luật số 105/2016/QH13,Điều 11,Dược
46301,54/2017/NĐ-CP,Nghị định số 54/2017/NĐ-CP,Điều 22,Dược
46308,02/2018/TT-BYT,Thông tư số 02/2018/TT-BYT,Điều 3,Dược
46939,75/2006/QH11,Luật số 75/2006/QH11,Điều 1,"Hiến, lấy, ghép mô, bộ phận cơ thể người và hiến, lấy xác"
46955,56/2008/NĐ-CP,Nghị định số 56/2008/NĐ-CP,Điều 2a,"Hiến, lấy, ghép mô, bộ phận cơ thể người và hiến, lấy xác"
46966,56/2008/NĐ-CP,Nghị định số 56/2008/NĐ-CP,Điều 12,"Hiến, lấy, ghép mô, bộ phận cơ thể người và hiến, lấy xác"
47110,26/2017/TT-BYT,Thông tư số 26/2017/TT-BYT,Điều 6,"Phòng, chống bệnh truyền nhiễm"
47135,03/2007/QH12,Luật số 03/2007/QH12,Điều 61,"Phòng, chống bệnh truyền nhiễm"
47235,90/2016/NĐ-CP,Nghị định số 90/2016/NĐ-CP,Điều 23,"Phòng, chống nhiễm vi rút gây ra hội chứng suy giảm miễn dịch mắc phải ở người"
47289,64/2006/QH11,Luật số 64/2006/QH11,Điều 43,"Phòng, chống nhiễm vi rút gây ra hội chứng suy giảm miễn dịch mắc phải ở người"
47359,25/2018/TT-BVHTTDL,Thông tư số 25/2018/TT-BVHTTDL,Điều 2,"Phòng, chống tác hại của thuốc lá"
47496,20/2018/QĐ-TTG,Quyết định số 20/2018/QĐ-TTg,Điều 5,"Phòng, chống tác hại của thuốc lá"
47612,105/2017/NĐ-CP,Nghị định số 105/2017/NĐ-CP,Điều 8,"Phòng, chống tác hại của rượu, bia"
47715,06/2022/TT-BYT,Thông tư số 06/2022/TT-BYT,Điều 1,Quản lý trang thiết bị y tế
47760,05/2022/TT-BYT,Thông tư số 05/2022/TT-BYT,Điều 5,Quản lý trang thiết bị y tế
